TicketID,Date,Weekday,Region,Channel,Category,Priority,AssignedAgent,HandleTimeMinutes,ResolutionHours,SLA_Target_Hours,SLA_Breached,Escalated,FirstContactResolution,CSAT_Score
T100242,2025-02-17,Monday,West,Email,Billing,Medium,Agent_12,34.1,20.2,24,No,No,Yes,4
T100243,2025-04-20,Sunday,East,Portal,Technical Issue,Low,Agent_07,28.2,37.3,48,No,Yes,No,4
T100244,2025-03-21,Friday,North,Phone,Billing,High,Agent_17,18.8,7.1,8,No,No,Yes,4
T100245,2025-09-27,Saturday,North,Chat,Complaint,Medium,Agent_05,17.2,30.0,24,Yes,Yes,No,4
T100246,2025-03-25,Tuesday,South,Chat,Complaint,High,Agent_06,30.8,4.2,8,No,No,Yes,5
T100247,2025-01-23,Thursday,West,Email,Refund Request,Critical,Agent_08,32.6,1.9,4,No,No,Yes,2
T100248,2025-05-26,Monday,West,Phone,Claim Status,Critical,Agent_10,18.5,0.8,4,No,Yes,Yes,2
T100249,2025-04-10,Thursday,East,Chat,Complaint,Medium,Agent_15,16.5,30.1,24,Yes,Yes,No,2
T100250,2025-07-15,Tuesday,West,Portal,Claim Status,Low,Agent_20,24.7,28.3,48,No,No,Yes,4
T100251,2025-05-09,Friday,North,Chat,Policy Change,Critical,Agent_18,30.5,3.4,4,No,No,Yes,2
T100252,2025-09-22,Monday,North,Phone,Claim Status,Medium,Agent_09,15.5,33.9,24,Yes,No,No,1
T100253,2025-09-20,Saturday,South,Chat,Billing,High,Agent_08,2.6,0.6,8,No,No,No,1
T100254,2025-06-28,Saturday,North,Email,Technical Issue,Medium,Agent_17,35.0,10.2,24,No,No,Yes,4
T100255,2025-07-17,Thursday,North,Email,Billing,Critical,Agent_11,26.2,0.5,4,No,No,Yes,1
T100256,2025-06-21,Saturday,South,Phone,Policy Change,Medium,Agent_16,20.7,13.2,24,No,No,Yes,1
T100257,2025-03-13,Thursday,West,Email,Billing,Low,Agent_03,21.6,38.9,48,No,No,Yes,4
T100258,2025-04-21,Monday,South,Email,Refund Request,Medium,Agent_20,34.0,4.8,24,No,No,Yes,4
T100259,2025-02-26,Wednesday,East,Phone,Billing,Low,Agent_02,11.8,42.8,48,No,No,Yes,2
T100260,2025-08-23,Saturday,North,Phone,Technical Issue,Medium,Agent_20,29.8,11.1,24,No,No,Yes,3
T100261,2025-09-21,Sunday,South,Chat,Policy Change,Low,Agent_14,8.5,4.6,48,No,No,Yes,4
T100262,2025-06-30,Monday,South,Chat,Claim Status,Medium,Agent_22,19.1,15.9,24,No,No,Yes,4
T100263,2025-09-26,Friday,East,Phone,Complaint,Medium,Agent_18,19.4,17.2,24,No,No,Yes,5
T100264,2025-09-17,Wednesday,North,Email,Technical Issue,Medium,Agent_02,32.3,6.9,24,No,No,Yes,1
T100265,2025-07-11,Friday,East,Chat,Policy Change,Medium,Agent_03,23.6,24.2,24,Yes,No,Yes,2
T100266,2025-02-23,Sunday,East,Phone,Policy Change,Medium,Agent_18,22.6,20.1,24,No,No,Yes,2
T100267,2025-03-31,Monday,West,Portal,Technical Issue,Low,Agent_21,25.1,0.8,48,No,Yes,Yes,4
T100268,2025-02-02,Sunday,West,Phone,Claim Status,High,Agent_02,11.3,7.7,8,No,No,No,1
T100269,2025-01-22,Wednesday,East,Portal,Complaint,Critical,Agent_13,21.4,5.7,4,Yes,Yes,No,1
T100270,2025-08-31,Sunday,East,Phone,Refund Request,Low,Agent_07,16.5,33.1,48,No,No,No,1
T100271,2025-01-25,Saturday,East,Phone,Policy Change,High,Agent_14,23.5,9.4,8,Yes,No,Yes,4
T100272,2025-08-14,Thursday,West,Phone,Claim Status,Medium,Agent_16,20.2,34.2,24,Yes,No,Yes,1
T100273,2025-07-08,Tuesday,East,Chat,Refund Request,Low,Agent_14,12.3,37.6,48,No,No,Yes,2
T100274,2025-04-03,Thursday,East,Phone,Billing,Medium,Agent_11,3.6,7.8,24,No,No,Yes,2
T100275,2025-06-06,Friday,West,Chat,Technical Issue,Medium,Agent_06,15.2,24.0,24,Yes,No,Yes,1
T100276,2025-06-29,Sunday,West,Phone,Policy Change,Critical,Agent_20,23.5,0.5,4,No,No,Yes,3
T100277,2025-05-21,Wednesday,North,Phone,Refund Request,Medium,Agent_13,12.0,0.5,24,No,No,Yes,4
T100278,2025-03-23,Sunday,North,Phone,Complaint,High,Agent_22,22.2,4.9,8,No,No,No,2
T100279,2025-01-18,Saturday,South,Phone,Refund Request,Medium,Agent_12,5.8,10.2,24,No,No,Yes,4
T100280,2025-01-17,Friday,South,Chat,Policy Change,Medium,Agent_12,8.1,1.0,24,No,No,Yes,3
T100281,2025-02-09,Sunday,South,Email,Technical Issue,Medium,Agent_11,36.4,22.3,24,No,No,No,5
T100282,2025-05-08,Thursday,North,Phone,Claim Status,Medium,Agent_16,14.6,28.9,24,Yes,No,Yes,1
T100283,2025-03-02,Sunday,East,Chat,Refund Request,Low,Agent_15,8.1,63.0,48,Yes,No,Yes,2
T100284,2025-05-27,Tuesday,West,Phone,Claim Status,Medium,Agent_03,15.8,7.7,24,No,No,Yes,3
T100285,2025-08-16,Saturday,North,Chat,Policy Change,Medium,Agent_22,15.3,24.2,24,Yes,No,Yes,1
T100286,2025-02-03,Monday,East,Portal,Claim Status,High,Agent_23,20.6,5.4,8,No,No,Yes,4
T100287,2025-03-31,Monday,East,Email,Billing,High,Agent_07,25.5,1.3,8,No,No,Yes,2
T100288,2025-05-02,Friday,West,Phone,Complaint,Medium,Agent_19,17.9,15.4,24,No,No,Yes,5
T100289,2025-03-08,Saturday,North,Phone,Technical Issue,High,Agent_23,22.4,6.0,8,No,No,No,4
T100290,2025-09-27,Saturday,West,Chat,Complaint,Low,Agent_03,15.5,20.9,48,No,No,Yes,5
T100291,2025-06-12,Thursday,North,Email,Refund Request,Medium,Agent_17,30.9,19.3,24,No,No,Yes,4
T100292,2025-04-04,Friday,South,Email,Billing,Medium,Agent_04,29.0,11.4,24,No,No,Yes,2
T100293,2025-06-05,Thursday,South,Phone,Refund Request,Medium,Agent_08,14.2,20.9,24,No,No,Yes,1
T100294,2025-09-23,Tuesday,East,Chat,Policy Change,Medium,Agent_07,18.2,20.8,24,No,No,Yes,5
T100295,2025-05-21,Wednesday,South,Chat,Complaint,Low,Agent_18,25.1,64.8,48,Yes,No,Yes,4
T100296,2025-03-28,Friday,South,Phone,Complaint,High,Agent_24,21.6,13.9,8,Yes,No,Yes,4
T100297,2025-06-22,Sunday,North,Chat,Billing,Low,Agent_03,5.9,70.0,48,Yes,No,Yes,2
T100298,2025-05-16,Friday,South,Chat,Technical Issue,Medium,Agent_20,18.5,11.7,24,No,No,Yes,4
T100299,2025-09-12,Friday,East,Chat,Policy Change,Low,Agent_16,12.1,14.1,48,No,No,Yes,4
T100300,2025-07-27,Sunday,East,Email,Refund Request,Low,Agent_02,36.2,29.5,48,No,No,Yes,5
T100301,2025-08-01,Friday,West,Email,Policy Change,Low,Agent_20,34.2,3.7,48,No,No,Yes,2
T100302,2025-06-13,Friday,East,Portal,Claim Status,Medium,Agent_25,25.1,5.2,24,No,No,Yes,1
T100303,2025-02-24,Monday,East,Phone,Billing,Medium,Agent_09,11.9,17.9,24,No,No,Yes,2
T100304,2025-03-14,Friday,North,Phone,Technical Issue,Medium,Agent_20,15.0,22.8,24,No,No,Yes,1
T100305,2025-03-23,Sunday,East,Portal,Refund Request,Low,Agent_11,8.3,38.4,48,No,Yes,No,5
T100306,2025-09-13,Saturday,West,Email,Policy Change,Low,Agent_16,35.3,48.3,48,Yes,No,Yes,3
T100307,2025-07-21,Monday,West,Portal,Claim Status,Medium,Agent_19,15.3,19.0,24,No,No,Yes,4
T100308,2025-01-26,Sunday,East,Email,Refund Request,Medium,Agent_22,33.5,41.6,24,Yes,Yes,Yes,1
T100309,2025-01-05,Sunday,North,Email,Policy Change,Medium,Agent_24,25.2,2.0,24,No,No,Yes,1
T100310,2025-07-26,Saturday,East,Phone,Billing,Medium,Agent_19,7.8,1.4,24,No,No,Yes,3
T100311,2025-07-05,Saturday,East,Phone,Complaint,High,Agent_15,23.8,10.1,8,Yes,No,Yes,3
T100312,2025-05-24,Saturday,North,Phone,Billing,Medium,Agent_13,9.8,28.0,24,Yes,No,No,2
T100313,2025-06-23,Monday,East,Chat,Claim Status,Medium,Agent_20,9.7,42.1,24,Yes,Yes,Yes,1
T100314,2025-01-21,Tuesday,North,Phone,Refund Request,High,Agent_11,14.8,3.9,8,No,No,Yes,2
T100315,2025-09-23,Tuesday,West,Phone,Complaint,Medium,Agent_05,20.9,18.7,24,No,No,No,1
T100316,2025-06-13,Friday,South,Email,Complaint,High,Agent_24,42.0,7.4,8,No,No,Yes,1
T100317,2025-06-22,Sunday,West,Chat,Policy Change,High,Agent_16,17.6,8.8,8,Yes,No,Yes,3
T100318,2025-07-08,Tuesday,East,Chat,Technical Issue,Medium,Agent_19,19.5,17.3,24,No,No,Yes,4
T100319,2025-01-14,Tuesday,West,Phone,Refund Request,Medium,Agent_25,12.3,15.4,24,No,No,Yes,2
T100320,2025-04-27,Sunday,North,Chat,Claim Status,Medium,Agent_17,8.2,33.3,24,Yes,Yes,No,1
T100321,2025-07-14,Monday,South,Chat,Claim Status,Medium,Agent_02,12.6,2.6,24,No,No,Yes,1
T100322,2025-02-26,Wednesday,South,Phone,Policy Change,Low,Agent_14,11.8,45.8,48,No,Yes,No,1
T100323,2025-04-15,Tuesday,West,Email,Complaint,High,Agent_16,37.7,2.6,8,No,No,No,1
T100324,2025-02-01,Saturday,South,Email,Complaint,Critical,Agent_11,31.3,2.7,4,No,Yes,No,1
T100325,2025-09-27,Saturday,West,Phone,Claim Status,High,Agent_15,9.2,4.9,8,No,No,Yes,5
T100326,2025-06-25,Wednesday,East,Chat,Refund Request,Medium,Agent_22,16.1,15.8,24,No,No,Yes,5
T100327,2025-05-16,Friday,West,Phone,Claim Status,Medium,Agent_09,13.3,20.6,24,No,No,Yes,5
T100328,2025-04-26,Saturday,East,Chat,Refund Request,Medium,Agent_07,16.1,27.1,24,Yes,No,Yes,3
T100329,2025-09-08,Monday,East,Email,Complaint,Low,Agent_24,28.1,19.0,48,No,No,Yes,5
T100330,2025-03-04,Tuesday,West,Portal,Technical Issue,Critical,Agent_12,17.0,4.4,4,Yes,Yes,No,2
T100331,2025-05-29,Thursday,North,Phone,Refund Request,Medium,Agent_03,10.1,1.3,24,No,No,Yes,5
T100332,2025-08-15,Friday,East,Chat,Claim Status,High,Agent_07,15.3,6.1,8,No,No,Yes,1
T100333,2025-05-19,Monday,East,Phone,Complaint,Medium,Agent_24,21.6,25.6,24,Yes,No,No,2
T100334,2025-05-05,Monday,North,Chat,Complaint,Medium,Agent_08,11.5,14.2,24,No,No,Yes,5
T100335,2025-01-27,Monday,North,Email,Refund Request,Low,Agent_16,32.3,20.6,48,No,No,Yes,5
T100336,2025-03-12,Wednesday,North,Portal,Claim Status,Medium,Agent_14,24.5,35.7,24,Yes,Yes,Yes,2
T100337,2025-09-02,Tuesday,South,Chat,Policy Change,Low,Agent_11,11.0,58.5,48,Yes,No,Yes,2
T100338,2025-01-31,Friday,North,Chat,Claim Status,High,Agent_18,7.8,7.3,8,No,No,Yes,2
T100339,2025-01-20,Monday,South,Email,Claim Status,Critical,Agent_02,32.0,7.8,4,Yes,Yes,Yes,1
T100340,2025-09-11,Thursday,South,Portal,Policy Change,Low,Agent_02,16.7,26.7,48,No,Yes,No,1
T100341,2025-02-24,Monday,East,Phone,Refund Request,Medium,Agent_18,13.1,13.2,24,No,No,Yes,5
T100342,2025-03-10,Monday,West,Phone,Billing,Low,Agent_11,19.6,43.4,48,No,No,Yes,3
T100343,2025-08-23,Saturday,East,Chat,Billing,Medium,Agent_24,4.9,18.7,24,No,No,Yes,2
T100344,2025-06-01,Sunday,South,Phone,Refund Request,High,Agent_13,19.9,6.1,8,No,No,Yes,3
T100345,2025-09-21,Sunday,East,Phone,Refund Request,Low,Agent_04,18.5,49.3,48,Yes,No,Yes,1
T100346,2025-03-13,Thursday,West,Phone,Claim Status,Low,Agent_01,17.5,1.7,48,No,No,Yes,4
T100347,2025-05-01,Thursday,West,Chat,Policy Change,Medium,Agent_10,14.3,13.3,24,No,No,Yes,4
T100348,2025-01-06,Monday,East,Chat,Refund Request,Low,Agent_08,16.0,21.1,48,No,No,Yes,3
T100349,2025-03-02,Sunday,West,Phone,Technical Issue,Medium,Agent_22,17.9,7.8,24,No,No,No,1
T100350,2025-06-09,Monday,North,Chat,Policy Change,Medium,Agent_12,5.5,17.6,24,No,No,Yes,4
T100351,2025-04-23,Wednesday,South,Email,Technical Issue,Critical,Agent_24,39.4,6.2,4,Yes,Yes,No,1
T100352,2025-08-01,Friday,West,Chat,Refund Request,High,Agent_07,16.7,6.7,8,No,No,Yes,2
T100353,2025-02-11,Tuesday,West,Email,Policy Change,High,Agent_03,24.5,9.0,8,Yes,No,Yes,2
T100354,2025-02-27,Thursday,North,Chat,Complaint,Medium,Agent_07,16.4,6.1,24,No,No,Yes,2
T100355,2025-03-18,Tuesday,South,Phone,Complaint,Low,Agent_15,18.1,46.0,48,No,No,Yes,3
T100356,2025-04-16,Wednesday,West,Phone,Complaint,High,Agent_15,25.2,7.1,8,No,No,Yes,2
T100357,2025-08-21,Thursday,South,Email,Technical Issue,Low,Agent_19,28.9,0.5,48,No,No,No,3
T100358,2025-08-25,Monday,East,Chat,Technical Issue,High,Agent_09,19.0,4.5,8,No,Yes,Yes,1
T100359,2025-04-22,Tuesday,North,Phone,Policy Change,Low,Agent_23,10.4,57.8,48,Yes,No,Yes,3
T100360,2025-01-31,Friday,North,Portal,Technical Issue,Low,Agent_02,32.0,56.3,48,Yes,Yes,No,3
T100361,2025-03-11,Tuesday,West,Email,Technical Issue,High,Agent_15,43.3,9.5,8,Yes,No,No,3
T100362,2025-07-13,Sunday,West,Phone,Refund Request,Low,Agent_18,17.0,94.1,48,Yes,Yes,Yes,3
T100363,2025-03-02,Sunday,South,Portal,Technical Issue,Low,Agent_17,25.8,24.1,48,No,No,Yes,1
T100364,2025-04-25,Friday,North,Chat,Policy Change,Medium,Agent_15,10.8,15.5,24,No,No,Yes,3
T100365,2025-08-06,Wednesday,West,Chat,Claim Status,Medium,Agent_15,16.9,25.3,24,Yes,No,Yes,3
T100366,2025-05-22,Thursday,South,Portal,Refund Request,Low,Agent_25,13.4,33.3,48,No,No,No,4
T100367,2025-08-03,Sunday,North,Phone,Billing,Medium,Agent_04,18.0,0.5,24,No,No,Yes,5
T100368,2025-08-17,Sunday,North,Phone,Billing,Medium,Agent_13,15.6,32.9,24,Yes,No,Yes,2
T100369,2025-04-22,Tuesday,North,Phone,Policy Change,High,Agent_08,19.6,5.1,8,No,No,Yes,3
T100370,2025-06-13,Friday,East,Phone,Claim Status,Medium,Agent_22,12.5,0.5,24,No,No,Yes,5
T100371,2025-07-31,Thursday,East,Phone,Complaint,High,Agent_19,26.5,16.3,8,Yes,Yes,No,2
T100372,2025-08-07,Thursday,West,Phone,Policy Change,Medium,Agent_21,26.3,12.4,24,No,No,Yes,4
T100373,2025-09-26,Friday,East,Chat,Technical Issue,Low,Agent_05,15.6,14.4,48,No,No,Yes,5
T100374,2025-04-05,Saturday,West,Phone,Claim Status,High,Agent_10,11.1,2.7,8,No,No,No,2
T100375,2025-03-15,Saturday,West,Portal,Complaint,Critical,Agent_14,29.6,1.5,4,No,No,No,4
T100376,2025-03-10,Monday,West,Phone,Claim Status,Medium,Agent_11,16.9,24.3,24,Yes,Yes,No,1
T100377,2025-07-09,Wednesday,North,Email,Claim Status,Low,Agent_02,29.5,11.9,48,No,No,Yes,2
T100378,2025-01-21,Tuesday,North,Phone,Complaint,Medium,Agent_24,23.8,33.0,24,Yes,No,No,4
T100379,2025-04-22,Tuesday,West,Phone,Policy Change,Critical,Agent_10,17.5,2.9,4,No,Yes,No,2
T100380,2025-04-19,Saturday,South,Portal,Billing,Critical,Agent_24,10.8,6.0,4,Yes,Yes,Yes,3
T100381,2025-05-05,Monday,South,Email,Claim Status,Medium,Agent_18,20.9,44.8,24,Yes,Yes,Yes,2
T100382,2025-07-14,Monday,West,Email,Policy Change,Low,Agent_10,26.9,30.4,48,No,No,Yes,5
T100383,2025-09-20,Saturday,West,Email,Refund Request,High,Agent_16,27.5,1.1,8,No,No,Yes,1
T100384,2025-06-13,Friday,South,Email,Technical Issue,Medium,Agent_02,28.9,17.6,24,No,No,Yes,5
T100385,2025-04-24,Thursday,South,Phone,Complaint,Medium,Agent_19,24.0,8.3,24,No,No,Yes,3
T100386,2025-08-02,Saturday,East,Phone,Policy Change,Medium,Agent_08,21.1,58.5,24,Yes,Yes,No,3
T100387,2025-09-13,Saturday,East,Phone,Technical Issue,Medium,Agent_24,20.4,16.6,24,No,No,Yes,5
T100388,2025-09-09,Tuesday,West,Phone,Policy Change,Low,Agent_06,15.6,15.3,48,No,No,Yes,5
T100389,2025-09-08,Monday,South,Portal,Complaint,Critical,Agent_21,20.1,5.7,4,Yes,Yes,No,1
T100390,2025-01-18,Saturday,North,Portal,Refund Request,High,Agent_02,21.8,10.7,8,Yes,No,Yes,2
T100391,2025-07-31,Thursday,South,Chat,Claim Status,High,Agent_03,13.4,8.4,8,Yes,No,Yes,3
T100392,2025-01-05,Sunday,South,Email,Policy Change,Medium,Agent_02,20.0,10.9,24,No,Yes,Yes,1
T100393,2025-09-05,Friday,West,Phone,Complaint,Medium,Agent_18,22.6,3.0,24,No,No,No,4
T100394,2025-01-09,Thursday,East,Email,Policy Change,Medium,Agent_01,26.3,6.0,24,No,No,Yes,2
T100395,2025-08-09,Saturday,South,Phone,Billing,Low,Agent_17,14.4,17.3,48,No,No,Yes,3
T100396,2025-04-09,Wednesday,East,Chat,Policy Change,Low,Agent_13,18.9,28.4,48,No,No,Yes,4
T100397,2025-07-27,Sunday,West,Chat,Refund Request,Low,Agent_08,11.3,23.7,48,No,No,Yes,3
T100398,2025-02-11,Tuesday,North,Phone,Technical Issue,Medium,Agent_13,25.0,10.8,24,No,No,No,1
T100399,2025-01-29,Wednesday,North,Chat,Billing,High,Agent_16,9.1,10.1,8,Yes,No,Yes,4
T100400,2025-06-19,Thursday,North,Portal,Billing,Low,Agent_08,20.7,61.1,48,Yes,No,No,2
T100401,2025-09-01,Monday,East,Phone,Billing,Critical,Agent_22,17.9,6.9,4,Yes,No,No,4
T100402,2025-01-17,Friday,South,Portal,Policy Change,Critical,Agent_01,23.4,3.9,4,No,Yes,No,1
T100403,2025-03-15,Saturday,West,Portal,Policy Change,Medium,Agent_06,27.6,15.7,24,No,No,Yes,2
T100404,2025-07-19,Saturday,East,Email,Refund Request,High,Agent_05,30.7,6.0,8,No,No,Yes,4
T100405,2025-02-10,Monday,East,Phone,Technical Issue,High,Agent_08,17.2,4.3,8,No,No,Yes,2
T100406,2025-06-24,Tuesday,West,Portal,Policy Change,Medium,Agent_01,15.3,36.1,24,Yes,No,Yes,3
T100407,2025-08-19,Tuesday,West,Phone,Complaint,Medium,Agent_13,24.0,16.6,24,No,No,Yes,2
T100408,2025-07-14,Monday,North,Chat,Policy Change,High,Agent_08,21.0,3.2,8,No,Yes,Yes,1
T100409,2025-05-18,Sunday,South,Email,Refund Request,High,Agent_05,34.3,4.4,8,No,No,Yes,5
T100410,2025-06-12,Thursday,East,Phone,Billing,Medium,Agent_10,14.6,18.5,24,No,No,Yes,3
T100411,2025-05-19,Monday,North,Phone,Claim Status,Medium,Agent_14,20.3,32.2,24,Yes,Yes,Yes,1
T100412,2025-09-20,Saturday,West,Phone,Billing,Medium,Agent_12,3.5,0.5,24,No,No,Yes,3
T100413,2025-06-16,Monday,West,Phone,Technical Issue,High,Agent_13,26.5,4.4,8,No,No,Yes,2
T100414,2025-05-05,Monday,South,Chat,Claim Status,Low,Agent_05,15.7,50.6,48,Yes,No,No,1
T100415,2025-05-18,Sunday,West,Phone,Claim Status,Low,Agent_14,20.4,23.5,48,No,No,No,5
T100416,2025-06-03,Tuesday,West,Chat,Policy Change,Critical,Agent_09,10.4,4.7,4,Yes,Yes,Yes,1
T100417,2025-09-11,Thursday,South,Email,Claim Status,Low,Agent_10,33.0,2.6,48,No,No,Yes,1
T100418,2025-07-22,Tuesday,East,Chat,Technical Issue,Medium,Agent_11,19.1,25.4,24,Yes,No,No,4
T100419,2025-08-09,Saturday,South,Phone,Complaint,Low,Agent_23,19.5,48.9,48,Yes,No,Yes,1
T100420,2025-06-10,Tuesday,South,Portal,Policy Change,High,Agent_10,30.3,8.3,8,Yes,No,Yes,3
T100421,2025-09-09,Tuesday,South,Phone,Policy Change,Medium,Agent_13,19.3,23.0,24,No,No,No,1
T100422,2025-04-13,Sunday,South,Chat,Complaint,Critical,Agent_01,13.4,4.2,4,Yes,Yes,Yes,3
T100423,2025-04-18,Friday,West,Chat,Refund Request,High,Agent_03,20.1,11.2,8,Yes,No,Yes,3
T100424,2025-07-29,Tuesday,West,Phone,Policy Change,Low,Agent_08,16.8,17.4,48,No,No,Yes,2
T100425,2025-03-20,Thursday,West,Chat,Billing,Critical,Agent_15,8.0,0.5,4,No,No,Yes,1
T100426,2025-09-03,Wednesday,West,Email,Refund Request,Medium,Agent_14,34.0,18.8,24,No,No,Yes,1
T100427,2025-07-04,Friday,North,Phone,Claim Status,Medium,Agent_22,14.9,0.5,24,No,No,Yes,5
T100428,2025-03-27,Thursday,North,Chat,Refund Request,Medium,Agent_22,26.4,10.1,24,No,No,No,1
T100429,2025-06-19,Thursday,West,Phone,Billing,Low,Agent_09,10.5,19.2,48,No,No,Yes,2
T100430,2025-09-23,Tuesday,South,Email,Technical Issue,High,Agent_15,34.9,5.0,8,No,No,Yes,1
T100431,2025-09-14,Sunday,South,Phone,Billing,Low,Agent_16,12.7,59.1,48,Yes,No,Yes,4
T100432,2025-08-01,Friday,North,Phone,Refund Request,Medium,Agent_05,15.5,17.9,24,No,No,No,5
T100433,2025-06-25,Wednesday,West,Chat,Complaint,Medium,Agent_16,12.1,0.5,24,No,No,No,5
T100434,2025-02-19,Wednesday,West,Chat,Technical Issue,Low,Agent_11,21.2,11.2,48,No,No,No,4
T100435,2025-01-23,Thursday,North,Phone,Policy Change,Low,Agent_21,15.6,36.4,48,No,No,Yes,4
T100436,2025-03-26,Wednesday,South,Email,Complaint,Medium,Agent_06,31.5,20.1,24,No,No,Yes,2
T100437,2025-08-07,Thursday,West,Phone,Technical Issue,Low,Agent_21,21.0,17.9,48,No,No,No,4
T100438,2025-08-10,Sunday,West,Phone,Complaint,Medium,Agent_07,20.9,10.6,24,No,No,No,1
T100439,2025-08-08,Friday,West,Phone,Claim Status,Low,Agent_07,20.0,39.5,48,No,No,Yes,3
T100440,2025-02-02,Sunday,North,Chat,Complaint,Medium,Agent_06,20.0,24.1,24,Yes,No,No,2
T100441,2025-04-11,Friday,West,Phone,Refund Request,Medium,Agent_16,18.0,33.0,24,Yes,No,No,1
T100442,2025-06-10,Tuesday,West,Chat,Complaint,Medium,Agent_04,18.8,14.8,24,No,No,Yes,5
T100443,2025-08-23,Saturday,South,Chat,Refund Request,High,Agent_10,18.0,5.0,8,No,No,Yes,1
T100444,2025-02-13,Thursday,South,Phone,Claim Status,Low,Agent_10,20.3,58.3,48,Yes,No,Yes,1
T100445,2025-07-11,Friday,South,Email,Technical Issue,Low,Agent_20,29.3,30.4,48,No,No,No,4
T100446,2025-07-16,Wednesday,West,Phone,Refund Request,Medium,Agent_18,14.2,4.0,24,No,No,Yes,1
T100447,2025-03-30,Sunday,South,Email,Claim Status,Medium,Agent_06,19.9,10.1,24,No,No,Yes,1
T100448,2025-08-19,Tuesday,North,Portal,Billing,Low,Agent_16,14.6,27.0,48,No,No,Yes,4
T100449,2025-07-16,Wednesday,West,Email,Technical Issue,High,Agent_14,27.5,4.9,8,No,No,Yes,4
T100450,2025-08-16,Saturday,West,Phone,Complaint,High,Agent_01,23.1,0.5,8,No,No,Yes,3
T100451,2025-04-23,Wednesday,East,Phone,Claim Status,Low,Agent_18,7.6,18.1,48,No,No,Yes,2
T100452,2025-08-23,Saturday,West,Email,Billing,Low,Agent_19,26.4,55.8,48,Yes,No,Yes,1
T100453,2025-07-07,Monday,North,Chat,Technical Issue,Low,Agent_18,16.8,18.5,48,No,Yes,No,2
T100454,2025-02-22,Saturday,South,Phone,Billing,Low,Agent_15,3.2,5.7,48,No,No,Yes,5
T100455,2025-02-14,Friday,West,Portal,Billing,High,Agent_25,17.8,7.4,8,No,Yes,No,5
T100456,2025-06-29,Sunday,West,Phone,Claim Status,High,Agent_07,2.9,1.7,8,No,No,Yes,5
T100457,2025-01-31,Friday,East,Email,Complaint,Low,Agent_18,27.3,5.1,48,No,No,Yes,5
T100458,2025-05-30,Friday,East,Chat,Complaint,High,Agent_22,32.2,0.5,8,No,No,Yes,3
T100459,2025-03-11,Tuesday,West,Portal,Policy Change,Low,Agent_21,26.3,24.6,48,No,No,Yes,5
T100460,2025-03-09,Sunday,South,Phone,Policy Change,High,Agent_08,11.7,2.8,8,No,No,Yes,3
T100461,2025-07-21,Monday,West,Phone,Refund Request,Medium,Agent_09,18.5,5.4,24,No,No,Yes,2
T100462,2025-07-12,Saturday,West,Phone,Billing,Medium,Agent_13,2.0,14.1,24,No,No,No,1
T100463,2025-05-23,Friday,East,Email,Technical Issue,Medium,Agent_11,32.1,30.6,24,Yes,No,Yes,4
T100464,2025-02-17,Monday,West,Chat,Refund Request,High,Agent_12,27.2,1.3,8,No,Yes,No,3
T100465,2025-07-23,Wednesday,South,Portal,Claim Status,Low,Agent_16,10.6,55.5,48,Yes,No,Yes,2
T100466,2025-05-26,Monday,East,Email,Claim Status,High,Agent_19,25.6,5.8,8,No,No,Yes,2
T100467,2025-06-25,Wednesday,North,Phone,Refund Request,Low,Agent_15,18.9,33.0,48,No,No,No,2
T100468,2025-03-22,Saturday,West,Email,Technical Issue,Critical,Agent_07,49.3,0.8,4,No,No,Yes,3
T100469,2025-03-09,Sunday,East,Phone,Policy Change,Medium,Agent_03,7.3,46.9,24,Yes,No,No,2
T100470,2025-05-09,Friday,North,Email,Refund Request,Low,Agent_06,36.0,27.1,48,No,No,Yes,5
T100471,2025-06-06,Friday,South,Email,Billing,Low,Agent_23,25.8,53.5,48,Yes,Yes,Yes,1
T100472,2025-09-02,Tuesday,North,Phone,Claim Status,Medium,Agent_17,19.0,0.5,24,No,No,No,2
T100473,2025-01-05,Sunday,North,Chat,Billing,Medium,Agent_14,18.8,14.5,24,No,No,Yes,2
T100474,2025-09-02,Tuesday,North,Phone,Billing,High,Agent_24,19.1,9.8,8,Yes,No,Yes,2
T100475,2025-02-22,Saturday,East,Email,Policy Change,Medium,Agent_05,35.8,21.7,24,No,No,Yes,1
T100476,2025-03-10,Monday,South,Phone,Complaint,Medium,Agent_01,28.0,4.8,24,No,Yes,Yes,5
T100477,2025-08-14,Thursday,East,Chat,Refund Request,Low,Agent_24,16.3,42.9,48,No,No,Yes,1
T100478,2025-07-30,Wednesday,West,Portal,Billing,Low,Agent_04,10.2,52.3,48,Yes,No,Yes,2
T100479,2025-03-05,Wednesday,West,Email,Technical Issue,High,Agent_11,29.0,4.6,8,No,No,No,2
T100480,2025-05-07,Wednesday,East,Chat,Claim Status,Medium,Agent_18,15.0,39.1,24,Yes,Yes,No,1
T100481,2025-05-26,Monday,North,Chat,Refund Request,Low,Agent_10,13.1,56.3,48,Yes,Yes,Yes,1
T100482,2025-09-18,Thursday,South,Chat,Policy Change,Low,Agent_21,13.6,53.3,48,Yes,No,Yes,2
T100483,2025-05-03,Saturday,West,Email,Claim Status,Medium,Agent_16,29.3,13.5,24,No,No,Yes,5
T100484,2025-02-06,Thursday,North,Portal,Policy Change,Medium,Agent_05,28.4,12.2,24,No,No,Yes,2
